2023-10-06 05:42:25.503+00:00 | main | INFO  | Besu | Starting Besu
2023-10-06 05:42:31.263+00:00 | main | INFO  | Runner | Starting external services ... 
2023-10-06 05:42:31.264+00:00 | main | INFO  | JsonRpcHttpService | Starting JSON-RPC service on 0.0.0.0:8545
2023-10-06 05:42:31.794+00:00 | vert.x-eventloop-thread-3 | INFO  | JsonRpcHttpService | JSON-RPC service started and listening on 0.0.0.0:8545
2023-10-06 05:42:31.803+00:00 | main | INFO  | WebSocketService | Starting Websocket service on 0.0.0.0:8546
2023-10-06 05:42:31.820+00:00 | vert.x-eventloop-thread-3 | INFO  | WebSocketService | Websocket service started and listening on 0.0.0.0:8546
2023-10-06 05:42:31.825+00:00 | main | INFO  | AutoTransactionLogBloomCachingService | Starting auto transaction log bloom caching service.
2023-10-06 05:42:31.827+00:00 | main | INFO  | LogBloomCacheMetadata | Lookup cache metadata file in data directory: /opt/besu/data/caches
2023-10-06 05:42:31.860+00:00 | main | INFO  | Runner | Starting Ethereum main loop ... 
2023-10-06 05:42:31.861+00:00 | main | INFO  | NatService | No NAT environment detected so no service could be started
2023-10-06 05:42:31.861+00:00 | main | INFO  | NetworkRunner | Starting Network.
2023-10-06 05:42:31.887+00:00 | nioEventLoopGroup-2-1 | INFO  | RlpxAgent | P2P RLPx agent started and listening on /0.0.0.0:30303.
2023-10-06 05:42:31.894+00:00 | main | INFO  | PeerDiscoveryAgent | Starting peer discovery agent on host=0.0.0.0, port=30303
2023-10-06 05:42:31.939+00:00 | vert.x-eventloop-thread-3 | INFO  | VertxPeerDiscoveryAgent | Started peer discovery agent successfully, on effective host=0.0.0.0 and port=30303
2023-10-06 05:42:31.944+00:00 | main | INFO  | PeerDiscoveryAgent | P2P peer discovery agent started and listening on /0.0.0.0:30303
2023-10-06 05:42:32.074+00:00 | main | INFO  | PeerDiscoveryAgent | Writing node record to disk. NodeRecord{seq=1, publicKey=0x03613b5c6ca878c529ff8927872d11e8fd3cd34ed088e382f13c7c83258dce2019, udpAddress=Optional[/127.0.0.1:30303], tcpAddress=Optional[/127.0.0.1:30303], asBase64=-Je4QJ1_YEJytD7xtrMDxvzs40QTUQ03BUypOjKQOehl4WZwAnHASTcrOVrNX-KLlYqxKXR0ASICZ4XzEkk5HEzPzTIBg2V0aMfGhFx3FGyAgmlkgnY0gmlwhH8AAAGJc2VjcDI1NmsxoQNhO1xsqHjFKf-JJ4ctEej9PNNO0IjjgvE8fIMljc4gGYN0Y3CCdl-DdWRwgnZf, nodeId=0x45b8baaf7d026df111372eacaaf415918046960496c2c4e76956625c7a7f753d, customFields={tcp=30303, udp=30303, ip=0x7f000001, eth=[[0x5c77146c, 0x]], id=V4, secp256k1=0x03613b5c6ca878c529ff8927872d11e8fd3cd34ed088e382f13c7c83258dce2019}}
2023-10-06 05:42:32.164+00:00 | main | INFO  | DefaultP2PNetwork | Enode URL enode://613b5c6ca878c529ff8927872d11e8fd3cd34ed088e382f13c7c83258dce20199025a5c0531fc04aae60dd34ba77aa4f183dcc861f9bbf545d9c1e88438e79e1@127.0.0.1:30303
2023-10-06 05:42:32.169+00:00 | main | INFO  | DefaultP2PNetwork | Node address 0xaaf415918046960496c2c4e76956625c7a7f753d
2023-10-06 05:42:32.225+00:00 | main | INFO  | NetworkRunner | Supported capabilities: [eth/62, eth/63, eth/64, eth/65, eth/66, eth/67, eth/68], [istanbul/100], [snap/1]
2023-10-06 05:42:32.225+00:00 | main | INFO  | DefaultSynchronizer | Starting synchronizer.
2023-10-06 05:42:32.229+00:00 | main | INFO  | TransactionPoolFactory | Enabling transaction handling following initial sync
2023-10-06 05:42:32.231+00:00 | main | INFO  | FullSyncDownloader | Starting full sync.
2023-10-06 05:42:32.248+00:00 | main | INFO  | FullSyncTargetManager | Unable to find sync target. Currently checking 0 peers for usefulness
2023-10-06 05:42:32.380+00:00 | main | INFO  | Runner | Ethereum main loop is up.
2023-10-06 05:42:33.235+00:00 | nioEventLoopGroup-3-1 | INFO  | FullSyncTargetManager | Unable to find sync target. Currently checking 1 peers for usefulness
2023-10-06 05:42:33.458+00:00 | nioEventLoopGroup-3-4 | INFO  | FullSyncTargetManager | Unable to find sync target. Currently checking 2 peers for usefulness
2023-10-06 05:42:33.557+00:00 | nioEventLoopGroup-3-3 | INFO  | FullSyncTargetManager | Unable to find sync target. Currently checking 3 peers for usefulness
2023-10-06 05:42:36.955+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftRound | Importing proposed block to chain. round=ConsensusRoundIdentifier{Sequence=1, Round=1}, hash=0x2f49af7c10fc844970ba542d47e6d58a162e54e517ae043d50eb6270667b4bdf
2023-10-06 05:42:37.009+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #1 / 0 tx / 0 pending / 0 (0.0%) gas / (0x2f49af7c10fc844970ba542d47e6d58a162e54e517ae043d50eb6270667b4bdf)
2023-10-06 05:42:37.121+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #2 / 0 tx / 0 pending / 0 (0.0%) gas / (0x0511ceb09dce0e73b3760d2ea10419900c6dbab8ba135c7c27d25ae759eef158)
2023-10-06 05:42:38.076+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #3 / 0 tx / 0 pending / 0 (0.0%) gas / (0xd2d0c23bfd7e46416092d5cc3b82f4b41dfef8c8c0ff1cb43b55d3eb8614a270)
2023-10-06 05:42:39.054+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #4 / 0 tx / 0 pending / 0 (0.0%) gas / (0x7140109427b25bea43dd3500c861ca751c6112c189c7f7571da325b9a345d881)
2023-10-06 05:42:40.055+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #5 / 0 tx / 0 pending / 0 (0.0%) gas / (0xe0d90706a95e8b2c8896fed556a56fabca45d8b09804a4a795c9475e99be6a36)
2023-10-06 05:42:41.045+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #6 / 0 tx / 0 pending / 0 (0.0%) gas / (0x1be8bc8f78d963963ce7a176b5f4c4d676c7678320dbcc613100bcbbf8c0d717)
2023-10-06 05:42:42.040+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #7 / 0 tx / 0 pending / 0 (0.0%) gas / (0x929c9dc652873e5099ce75edeb9af275e4223e73a034e13c1eb04dc8e8b0994c)
2023-10-06 05:42:43.042+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #8 / 0 tx / 0 pending / 0 (0.0%) gas / (0x4f549be7c5e3acb9386b6228bf1c17afe97a04b0df9319a0a61e48f5d9dac06c)
2023-10-06 05:42:44.039+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #9 / 0 tx / 0 pending / 0 (0.0%) gas / (0x58ecc6f5aab05b81d043e61576f9f90e65c6265f6901d36bfe9495516f715e1b)
2023-10-06 05:42:45.050+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #10 / 0 tx / 0 pending / 0 (0.0%) gas / (0x2842358ca17e0e9ee0f6f055313329a46a2f5df33001ef12d892baedd099d1c1)
2023-10-06 05:42:45.051+00:00 | EthScheduler-Workers-0 | INFO  | PersistBlockTask | Block 10 (0x2842358ca17e0e9ee0f6f055313329a46a2f5df33001ef12d892baedd099d1c1) is already imported
2023-10-06 05:42:46.036+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #11 / 0 tx / 0 pending / 0 (0.0%) gas / (0x38ada1ca6e5191daffc55655cb8234e505ad191458787080b4f170e20a76fb3e)
2023-10-06 05:42:47.048+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #12 / 0 tx / 0 pending / 0 (0.0%) gas / (0xbe590e300b786fe0397d5ebc14026700e1b8bcdb2d01446f6dbe59d1b889ac91)
2023-10-06 05:42:48.164+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #13 / 0 tx / 0 pending / 0 (0.0%) gas / (0x026ebc50dbeea85bc9ec9ac71a29e4e589c1a16c2998007e1c7b5f1da08b3888)
2023-10-06 05:42:49.036+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #14 / 0 tx / 0 pending / 0 (0.0%) gas / (0x8b0b01a8e94e8dcd83505f23c31d7665fd0af0a34053923e22d821754220dc48)
2023-10-06 05:42:50.036+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #15 / 0 tx / 0 pending / 0 (0.0%) gas / (0x5f1c9e3571f0bcabf67ab2fcbfcc6b197cb5f7070ee93d4f0503f018f6259b46)
2023-10-06 05:42:51.037+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #16 / 0 tx / 0 pending / 0 (0.0%) gas / (0x2515a3f607ed01c9fa67d71f84919a3eabb1ca5a6d01b4850e65ed21be32a5cd)
2023-10-06 05:42:52.036+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #17 / 0 tx / 0 pending / 0 (0.0%) gas / (0x1b19bc8248404a32b4771ec46b1200820fc9d9f12ee279b4d4bc85473a67db59)
2023-10-06 05:42:53.039+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #18 / 0 tx / 0 pending / 0 (0.0%) gas / (0xafc33d9cb7977013d11af997e26496d9430071f878c18af553f7f397470d4841)
2023-10-06 05:42:54.032+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #19 / 0 tx / 0 pending / 0 (0.0%) gas / (0x25129e4fbf0fbe292403911a38b1294757c2861718fda21758d68f347a0c2c85)
2023-10-06 05:42:55.029+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #20 / 0 tx / 0 pending / 0 (0.0%) gas / (0x4901f110bdac82413373cafa70c668a60e16ab002b0299232fa5d91066dcb45e)
2023-10-06 05:42:56.029+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #21 / 0 tx / 0 pending / 0 (0.0%) gas / (0xeb1ce9aa05b4a7d7d1dddb3fa6854395fbf0da5023cfc611378383679a1d1f6a)
2023-10-06 05:42:57.044+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #22 / 0 tx / 0 pending / 0 (0.0%) gas / (0x40dc804ff9ccb1c877c467d83b0d5bcf16fc65690235f846fd5f8f3ad03bbb7b)
2023-10-06 05:42:58.033+00:00 | EthScheduler-Workers-0 | INFO  | PersistBlockTask | Imported #23 / 0 tx / 0 om / 0 (0.0%) gas / (0x8ab1d533aadcb942f7b8cb58525b672086bf333d92d1215c646db68c9c5cad79) in 0.002s. Peers: 3
2023-10-06 05:42:58.034+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #23 / 0 tx / 0 pending / 0 (0.0%) gas / (0x8ab1d533aadcb942f7b8cb58525b672086bf333d92d1215c646db68c9c5cad79)
2023-10-06 05:42:59.026+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #24 / 0 tx / 0 pending / 0 (0.0%) gas / (0xd4f9acda72495c898e29b01088f5344568a538f1a757dfd2b86ed56d54624bd3)
2023-10-06 05:43:00.031+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #25 / 0 tx / 0 pending / 0 (0.0%) gas / (0x9c40a50a74d7f2859798fc6fa9baa83c86e6d0b94dfe1062c7bfd0098e0c86b1)
2023-10-06 05:43:01.025+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #26 / 0 tx / 0 pending / 0 (0.0%) gas / (0x0d010ce85d46374c6f9e90ffdd3bdc5a047795cd722caf139a1afc26a8bf6565)
2023-10-06 05:43:02.025+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #27 / 0 tx / 0 pending / 0 (0.0%) gas / (0x2c801bf56b51e229fbd95c334d34c5229a3232feb73fbed52f42dda7d2a0855d)
2023-10-06 05:43:03.031+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #28 / 0 tx / 0 pending / 0 (0.0%) gas / (0x4bf1f55c80c87660ebcc34bbb5eb60821675eb57e385b4ff16cc019863015c4b)
2023-10-06 05:43:04.027+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #29 / 0 tx / 0 pending / 0 (0.0%) gas / (0x7ed87363ccc3f9ecf46898b94d872c449aec657d927a8315fce3f5d50e3daf20)
2023-10-06 05:43:05.023+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #30 / 0 tx / 0 pending / 0 (0.0%) gas / (0xd29f0037c38852ea2aac822fc3c71c18855ce45da799bae1d4b9d0508dd09b13)
2023-10-06 05:43:06.024+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #31 / 0 tx / 0 pending / 0 (0.0%) gas / (0x6c0926946f891722a136a0ce8b47e843c388b89873388c962faa47372687225a)
2023-10-06 05:43:07.026+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #32 / 0 tx / 0 pending / 0 (0.0%) gas / (0x1f15477d8c57f23e0a08ce1201b03b8cefc3dc24277e84e424504cc6ee7cf429)
2023-10-06 05:43:08.023+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #33 / 0 tx / 0 pending / 0 (0.0%) gas / (0x2565380d8fc4bd7d21cfff69cb0ad4ba70fd529973e7d892338d7f55156fbfab)
2023-10-06 05:43:09.026+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #34 / 0 tx / 0 pending / 0 (0.0%) gas / (0x7e83ae37368a65eff994e25f20d55ee41bd999968e707c3ea783f2a5a165d927)
2023-10-06 05:43:10.026+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #35 / 0 tx / 0 pending / 0 (0.0%) gas / (0x7fb578a3ab3fa7e917c5ce93f365c92d92cc4952b752472d2c357fa3589126f7)
2023-10-06 05:43:11.026+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #36 / 0 tx / 0 pending / 0 (0.0%) gas / (0x4f71878ebbad729922f9089ea43d20d4884db058cb93b5f8f0a606b5ee60c1eb)
2023-10-06 05:43:12.025+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #37 / 0 tx / 0 pending / 0 (0.0%) gas / (0xe1e03cea741b4e1c990b803d95ac6650d7007853ff26356cee70a4574e04e421)
2023-10-06 05:43:13.020+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #38 / 0 tx / 0 pending / 0 (0.0%) gas / (0x94395606a497cbfbe0a887257a371bb1e981e94cb97247e79d03fe24d1b86669)
2023-10-06 05:43:14.027+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #39 / 0 tx / 0 pending / 0 (0.0%) gas / (0x4939cf04e205fc140f3c07d7db49f47e8d6d19a8ac50ba1bdaa596fc7dc2f7b6)
2023-10-06 05:43:15.025+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #40 / 0 tx / 0 pending / 0 (0.0%) gas / (0x6af24af1150f9a917df90e1844e862287b3b07a6c00b88337af4851b386d2af4)
2023-10-06 05:43:16.021+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #41 / 0 tx / 0 pending / 0 (0.0%) gas / (0xfc16b494ffc57994967ee9181a18eabb9729d2cfda6f915c61c1f03cb8d48888)
2023-10-06 05:43:17.021+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #42 / 0 tx / 0 pending / 0 (0.0%) gas / (0xca400724d7b91c67c3388bee8fdfcd8c4cb5b8c2cc8b428c5b3cc44b4ccc3406)
2023-10-06 05:43:18.023+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #43 / 0 tx / 0 pending / 0 (0.0%) gas / (0xd7532c29542d4c23543e10764591cf88e305b14b04aeffc1f7e4e94d1c8acd86)
2023-10-06 05:43:19.022+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #44 / 0 tx / 0 pending / 0 (0.0%) gas / (0xb68e987c6ebf865652e69ec4a95213d05a06c098b30d3795d9dd993c5c7560fc)
2023-10-06 05:43:20.020+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #45 / 0 tx / 0 pending / 0 (0.0%) gas / (0x3eda3d4e5374800380ad61bf1e884ce47e056ad4580b0fd623f26c9ecae067f9)
2023-10-06 05:43:21.021+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #46 / 0 tx / 0 pending / 0 (0.0%) gas / (0x87d391e1c421f693e7330fbce2a1c3b807e5b5851c5b8ad73be7e2801ca5f6a8)
2023-10-06 05:43:22.019+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #47 / 0 tx / 0 pending / 0 (0.0%) gas / (0x29039084730b2b62ae34c5739e1eb915b7694b9bfeac5763291ff8f575d59b4f)
2023-10-06 05:43:23.021+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #48 / 0 tx / 0 pending / 0 (0.0%) gas / (0xbad45b3d3602a09b07d886e5b3cf907a7a5cac541ecb9122953a9ff67f368980)
2023-10-06 05:43:24.018+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #49 / 0 tx / 0 pending / 0 (0.0%) gas / (0x66a406a4bf299c7c53daaa50431b47e8c0e2eec9bab7eac9450eda6a8171021e)
2023-10-06 05:43:25.041+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #50 / 0 tx / 0 pending / 0 (0.0%) gas / (0xd008901b35adb447975a5c67bdc5c8e8162e7481c9b18b4d6450ff45f6298d42)
2023-10-06 05:43:26.022+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #51 / 0 tx / 0 pending / 0 (0.0%) gas / (0x43790c95d66d15a765ab6cff74df59fd095a92ce8ce54fb7cfb486b7b0dfbebd)
2023-10-06 05:43:27.020+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #52 / 0 tx / 0 pending / 0 (0.0%) gas / (0xe6a446367d1d7a8090fa0e8b2ce71070973838e922af2c11f7ea3a9108448a1e)
2023-10-06 05:43:28.020+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #53 / 0 tx / 0 pending / 0 (0.0%) gas / (0x2c6659dc586ebbfc8a1f22aa130caa261132d0ef5b6944f4232438683ffec334)
2023-10-06 05:43:29.020+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #54 / 0 tx / 0 pending / 0 (0.0%) gas / (0xee63765ca22459c9ccfb11c4e4c4149cb78c74a8febcd327da3ae5bab8ecab7b)
2023-10-06 05:43:30.017+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #55 / 0 tx / 0 pending / 0 (0.0%) gas / (0x6cdec122fa0358ba2b10b42ee4fdb8fde21adb81c682cedf341d7078494e0331)
2023-10-06 05:43:31.019+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #56 / 0 tx / 0 pending / 0 (0.0%) gas / (0x819754edfef3b22fa68d0a2612f9e902713e8a6a3819ff453c22d8b8adb00861)
2023-10-06 05:43:32.021+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #57 / 0 tx / 0 pending / 0 (0.0%) gas / (0xba5aaa1e72826ba7c54cef27fd1cadfca0a43a0d1b6f076dfbc9f3730f8c4d01)
2023-10-06 05:43:33.033+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #58 / 0 tx / 0 pending / 0 (0.0%) gas / (0xccc04d1468c0dcbb15b15ea657af28043391a1f166563363f346b4f797255f93)
2023-10-06 05:43:34.019+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #59 / 0 tx / 0 pending / 0 (0.0%) gas / (0x2f94ec13c1115517f9d56409bc38ed8df190bb92fcedec494b1d59fc3e4d9ff2)
2023-10-06 05:43:35.023+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #60 / 0 tx / 0 pending / 0 (0.0%) gas / (0xb5b7c7bd2f21b62fd11434ad80e35c9f07b499f009f20ec609e197c007c9d011)
2023-10-06 05:43:36.036+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #61 / 0 tx / 0 pending / 0 (0.0%) gas / (0x38b6aab04fe28060ae0fa9dcdb71c6057e1e2b45210a6ed6eb6b8d99d6d58619)
2023-10-06 05:43:37.018+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #62 / 0 tx / 0 pending / 0 (0.0%) gas / (0x3dffdbca2ff8daf53c0d0479e648240eded41e65eab4557f6e6a5b5ee280e6a4)
2023-10-06 05:43:38.018+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #63 / 0 tx / 0 pending / 0 (0.0%) gas / (0x5504afa7342493e68e7573f2637692e2bd7e42b29109d931773b287de9cf0a5c)
2023-10-06 05:43:39.020+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #64 / 0 tx / 0 pending / 0 (0.0%) gas / (0x30dcc7bbecafbbe56adf06727f62f9ab573e972afb9918c10b574c908d35280b)
2023-10-06 05:43:40.017+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #65 / 0 tx / 0 pending / 0 (0.0%) gas / (0xa4d9942e108e850689f561758eff83082dde31dbf9634130573830736d6f2e04)
2023-10-06 05:43:41.019+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #66 / 0 tx / 0 pending / 0 (0.0%) gas / (0x88c68170255930304345a332f9f7aaa3b657ef20ffd9c34da9eb9a6a30521d30)
2023-10-06 05:43:42.019+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #67 / 0 tx / 0 pending / 0 (0.0%) gas / (0xcf95cde2563b398a24fda73bdfd901ac736c13211fac58d4d02f2e70e14f38df)
2023-10-06 05:43:43.018+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #68 / 0 tx / 0 pending / 0 (0.0%) gas / (0xf5efcc62d75b7a06673aa8af660382f3cca554ff89df3759005c7bb54134e3ff)
2023-10-06 05:43:44.018+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #69 / 0 tx / 0 pending / 0 (0.0%) gas / (0x49d45722385d313acb53c6b44fcecc66c14df73e7d7c46e9adb11aacd9c05813)
2023-10-06 05:43:45.031+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #70 / 0 tx / 0 pending / 0 (0.0%) gas / (0xa9ddeaa9ecb6b340e0ee6214304ddb856b0e61f71464ee72af67ffe2a7967b42)
2023-10-06 05:43:46.019+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #71 / 0 tx / 0 pending / 0 (0.0%) gas / (0x2b107141265052184e77f2fd6c33937916a54fe252e79ec813d69a6f15736c59)
2023-10-06 05:43:47.018+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #72 / 0 tx / 0 pending / 0 (0.0%) gas / (0x9e91d3d3b2f582a694548e6b20a3f1c4ac8cfc012009176c9d5c732b72cfc3b6)
2023-10-06 05:43:48.019+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported #73 / 0 tx / 0 pending / 0 (0.0%) gas / (0x34f57a4a9c7380287bf1dd00e3f58448ac4d2dce44e79eb3707ef70abbdec1e7)
2023-10-06 05:43:49.019+00:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced #74 / 0 tx / 0 pending / 0 (0.0%) gas / (0x59aecb90d7ec9b316aad4639632f488a4f62964ac9cb73b244814f8e67cda730)
